"","url","name","city","checkInDate","checkOutDate"
"329",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"330",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"331",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"332",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"333",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"334",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"335",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"336",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"337",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"338",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"339",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"340",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"341",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"342",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"343",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"344",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"345",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"346",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"347",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"348",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"349",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"350",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"351",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"352",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"353",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"354",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"355",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"356",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"357",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"358",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"359",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"360",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"361",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"362",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"363",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"364",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"365",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"366",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"367",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"368",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"369",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"370",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"371",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"372",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"373",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"374",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"375",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"376",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"377",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"378",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"379",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"380",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"381",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"382",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"383",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"384",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"385",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"386",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"387",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"388",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"389",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"390",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"391",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"392",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"393",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"394",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"395",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"396",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"397",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"398",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"399",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"400",NA,NA,"Shanghai--China","2017-05-01","2017-05-02"
"401",NA,NA,"Beijing--China","2017-05-01","2017-05-02"
"402",NA,NA,"Beijing--China","2017-05-01","2017-05-02"
"403",NA,NA,"Beijing--China","2017-05-01","2017-05-02"
"404",NA,NA,"Beijing--China","2017-05-01","2017-05-02"
"405",NA,NA,"Beijing--China","2017-05-01","2017-05-02"
"406",NA,NA,"Beijing--China","2017-05-01","2017-05-02"
"407",NA,NA,"Beijing--China","2017-05-01","2017-05-02"
"408",NA,NA,"Beijing--China","2017-05-01","2017-05-02"
"409",NA,NA,"Beijing--China","2017-05-01","2017-05-02"
"410",NA,NA,"Beijing--China","2017-05-01","2017-05-02"
"411",NA,NA,"Beijing--China","2017-05-01","2017-05-02"
"412",NA,NA,"Beijing--China","2017-05-01","2017-05-02"
"413",NA,NA,"Beijing--China","2017-05-01","2017-05-02"
"414",NA,NA,"Beijing--China","2017-05-01","2017-05-02"
"415",NA,NA,"Beijing--China","2017-05-01","2017-05-02"
"416",NA,NA,"Beijing--China","2017-05-01","2017-05-02"
"417",NA,NA,"Beijing--China","2017-05-01","2017-05-02"
"418",NA,NA,"Beijing--China","2017-05-01","2017-05-02"
"419",NA,NA,"Beijing--China","2017-05-01","2017-05-02"
"420",NA,NA,"Beijing--China","2017-05-01","2017-05-02"
"421",NA,NA,"Beijing--China","2017-05-01","2017-05-02"
